"","data","tipo_divida","Credor_completo","contrato","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","data_mes","Credor","pos_ini_mutuario","pos_ini_Credor","pos_ini_tipo_divida","pos_ini_ano"
"649",2019-06-21,"Interna","Banco do Brasil S/A","BB - 2012790","Bancos Federais","Minas Gerais","Estados","Honra de Aval",453117915.64,"06",2019,"201906",2019-06-01,"Banco do Brasil",2224875001.37,5286302164.92,10521122179.08,3349147348.6
"650",2019-06-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13202942.85,"06",2019,"201906",2019-06-01,"Caixa Econômica",12221658872.5,2315918665.02,10974240094.72,3802265264.24
"651",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4678908.17,"07",2019,"201907",2019-07-01,"BNDES",12234861815.35,2366670740.84,10987443037.57,3815468207.09
"652",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",24499781,"07",2019,"201907",2019-07-01,"BNDES",12239540723.52,2371349649.01,10992121945.74,3820147115.26
"653",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3099980.3,"07",2019,"201907",2019-07-01,"BNDES",12264040504.52,2395849430.01,11016621726.74,3844646896.26
"654",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26925153.09,"07",2019,"201907",2019-07-01,"BNDES",12267140484.82,2398949410.31,11019721707.04,3847746876.56
"655",2019-07-15,"Interna","Banco do Brasil S/A","BB - 2013836","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",3132036.71,"07",2019,"201907",2019-07-01,"Banco do Brasil",42069369.89,5739420080.56,11046646860.13,3874672029.65
"656",2019-07-15,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",30051711.73,"07",2019,"201907",2019-07-01,"Caixa Econômica",164801606.66,2329121607.87,11049778896.84,3877804066.36
"657",2019-07-15,"Interna","Caixa Econômica Federal","CAIXA - 20130915","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2997358.39,"07",2019,"201907",2019-07-01,"Caixa Econômica",45201406.6,2359173319.6,11079830608.57,3907855778.09
"658",2019-07-15,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",28211120.5,"07",2019,"201907",2019-07-01,"Caixa Econômica",194853318.39,2362170677.99,11082827966.96,3910853136.48
"659",2019-07-15,"Interna","Caixa Econômica Federal","CAIXA - 20130912","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",1562252.38,"07",2019,"201907",2019-07-01,"Caixa Econômica",48198764.99,2390381798.49,11111039087.46,3939064256.98
"660",2019-07-15,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3462343.08,"07",2019,"201907",2019-07-01,"Caixa Econômica",223064438.89,2391944050.87,11112601339.84,3940626509.36
"661",2019-07-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8545783.61,"07",2019,"201907",2019-07-01,"Banco do Brasil",12294065637.91,5742552117.27,11116063682.92,3944088852.44
"662",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2446715.2,"07",2019,"201907",2019-07-01,"BNDES",226526781.97,2425874563.4,11124609466.53,3952634636.05
"663",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",25929109.82,"07",2019,"201907",2019-07-01,"BNDES",228973497.17,2428321278.6,11127056181.73,3955081351.25
"664",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013840","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2331535.91,"07",2019,"201907",2019-07-01,"BNDES",49761017.37,2454250388.42,11152985291.55,3981010461.07
"665",2019-07-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",7126329.03,"07",2019,"201907",2019-07-01,"Caixa Econômica",12302611421.52,2395406393.95,11155316827.46,3983341996.98
"666",2019-07-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",3981822.28,"07",2019,"201907",2019-07-01,"BNDES",2677992917.01,2456581924.33,11162443156.49,3990468326.01
